Company,"Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent",Location,Rating,"Bean
Type","Broad Bean
Origin"
Soul,Papua New Guinea,1936,2017,77%,Canada,3.25, ,Papua New Guinea
Raoul Boulanger,Piura,1872,2016,75%,France,3.25,Criollo,Peru
Carlotta Chocolat,Tumaco,1888,2016,65%,Colombia,3.25,Trinitario,Colombia
Sibu,Oro,1586,2015,82%,Costa Rica,3.25, ,Costa Rica
Compania de Chocolate (Salgado),Moxos,292,2008,72%,Argentina,3.25, ,Bolivia
Cacao Sampaka,Grenada,537,2010,71%,Spain,3.25,Trinitario,Grenada
Szanto Tibor,Nacional,1668,2015,70%,Hungary,3.25, ,Ecuador
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70%,Argentina,3.25, ,Venezuela
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75%,Ecuador,3.25, ,Ecuador
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75%,U.S.A.,3.25,Nacional (Arriba),Ecuador
Hogarth,Conacado,1712,2016,75%,New Zealand,3.25,Trinitario,Domincan Republic
Shark Mountain,Jamaica,1450,2015,72%,U.S.A.,3.25,Trinitario,Jamaica
Guittard,Lever du Soleil,654,2011,61%,U.S.A.,3.25, , 
Rogue,"Tranquilidad, Batch 1",1566,2015,75%,U.S.A.,3.25, ,Bolivia
Tablette (aka Vanillabeans),Vietnam,1450,2015,60%,Japan,3.25,Trinitario,Vietnam
Guittard,Jamaica,1053,2013,65%,U.S.A.,3.25,Trinitario,Jamaica
Tablette (aka Vanillabeans),Papua,1450,2015,62%,Japan,3.25, ,Papua New Guinea
Caoni (Tulicorp),Los Rios,269,2008,55%,Ecuador,3.25,Forastero (Arriba),Ecuador
Guido Castagna,Blend,355,2009,64%,Italy,3.25, ,"Ven, Trinidad, Ecuador"
Georgia Ramon,Akesson P.,1642,2015,65%,Germany,3.25,Trinitario,Madagascar
Habitual,Dominican Republic,1197,2014,75%,Canada,3.25, ,Dominican Republic
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72%,Costa Rica,3.25, ,Costa Rica
Finca,Dominican Republic,1283,2014,70%,U.S.A.,3.25, ,Dominican Republic
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75%,Canada,3.25, ,Mexico
Grenada Chocolate Co.,Grenada,494,2010,82%,Grenada,3.25,Trinitario,Grenada
Somerville,Nicaragua,1367,2014,70%,U.S.A.,3.25, ,Nicaragua
Carlotta Chocolat,Cordoba,1888,2016,65%,Colombia,3.25,Trinitario,Colombia
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77%,U.S.A.,3.25, ,Guatemala
Guittard,Onyx,654,2011,72%,U.S.A.,3.25, , 
Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,70%,Suriname,3.25,Trinitario,Suriname
Fruition,Signature Blend,753,2011,66%,U.S.A.,3.25,Trinitario,Costa Rica
Cao,Brazil,1808,2016,70%,U.S.A.,3.25,Trinitario,Brazil
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Roasting Masters,"La Dorado, light roast",1844,2016,70%,South Korea,3.25, ,Costa Rica
Soul,Dominican Republic,1932,2017,70%,Canada,3.25, ,Dominican Republic
Castronovo,Nicaragua,1109,2013,72%,U.S.A.,3.25,Trinitario,Nicaragua
Castronovo,"Guaniamo, Amazonas",1105,2013,70%,U.S.A.,3.25, ,Venezuela
Szanto Tibor,Cacao Blanco,1193,2013,70%,Hungary,3.25, ,Nicaragua
Roasting Masters,"Tapanti, light roast",1844,2016,70%,South Korea,3.25, ,Costa Rica
Roasting Masters,Maleku,1844,2016,70%,South Korea,3.25, ,Costa Rica
TCHO,Peru- Ecuador,915,2012,99%,U.S.A.,3.25, ,"Peru, Ecuador"
Sacred,Twilight,813,2012,69%,U.S.A.,3.25, ,Central and S. America
Szanto Tibor,Santo Domingo,939,2012,70%,Hungary,3.25, ,Dominican Republic
Szanto Tibor,Millot Plantation,939,2012,70%,Hungary,3.25, ,Madagascar
Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75%,Madagascar,3.25,Trinitario,Madagascar
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68%,Madagascar,3.25,Trinitario,Madagascar
Taza,Alto Beni,785,2011,87%,U.S.A.,3.25, ,Bolivia
Raaka,Madagascar,959,2012,75%,U.S.A.,3.25,Trinitario,Madagascar
Cacao Prieto,"Dominican Republic, rustic",647,2011,65%,U.S.A.,3.25, ,Dominican Republic
Silvio Bessone,"Bahia, Scavina",729,2011,60%,Italy,3.25,Trinitario,Brazil
Theobroma,"Piura Select, Cacao Blanc",1684,2015,70%,Japan,3.25, ,Peru
Erithaj (A. Morin),Ben Tre,1205,2014,70%,France,3.25,Trinitario,Vietnam
Brazen,Maya Mountain,1518,2015,80%,U.S.A.,3.25,Trinitario,Belize
Brazen,Ambolikapkly P.,1518,2015,60%,U.S.A.,3.25, ,Madagascar
To'ak (Ecuatoriana),Manabi,1418,2014,81%,Ecuador,3.25,Forastero (Nacional),Ecuador
Fresco,"Conacado, #223, MR, SC",1030,2013,72%,U.S.A.,3.25, ,Dominican Republic
Erithaj (A. Morin),Ba Lai,1209,2014,74%,France,3.25,Trinitario,Vietnam
Britarev,Ecuador,1638,2015,70%,Russia,3.25, ,Ecuador
Burnt Fork Bend,Belize,1303,2014,72%,U.S.A.,3.25,Trinitario,Belize
Pralus,Ghana,40,2006,75%,France,3.25,Forastero,Ghana
Stella (aka Bernrain),India,729,2011,72%,Switzerland,3.25, ,India
Spagnvola,AgroCriso Plantation,793,2012,75%,U.S.A.,3.25, ,Dominican Republic
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65%,U.K.,3.25,Trinitario,St. Lucia
Burnt Fork Bend,Trinidad,1299,2014,72%,U.S.A.,3.25,Trinitario,Trinidad
Solstice,Bolivia,1161,2013,70%,U.S.A.,3.25, ,Bolivia
Brazen,Elvesia P.,1514,2015,80%,U.S.A.,3.25, ,Dominican Republic
Hummingbird,"Ocumare, Cumboto",1097,2013,70%,Canada,3.25,"Trinitario, Criollo",Venezuela
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80%,Spain,3.25,Forastero,Sao Tome & Principe
ENNA,"Wampusirpi, batch 007",1916,2016,75%,U.S.A.,3.25, ,Honduras
Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,70%,U.S.A.,3.25, ,Ecuador
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72%,Switzerland,3.25,Criollo,Venezuela
Coppeneur,Grenada,470,2010,72%,Germany,3.25,Trinitario,Grenada
Chocolate Con Amor,Ecuador,1764,2016,70%,U.S.A.,3.25, ,Ecuador
Emerald Estate,Emerald Estate,1137,2013,70%,St. Lucia,3.25, ,St. Lucia
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",316,2009,77%,Ecuador,3.25,Forastero (Arriba),Ecuador
Chocolate Makers,Tres Hombres,1530,2015,75%,Amsterdam,3.25,Trinitario,Dominican Republic
Chocovic,Tarakan,439,2009,75%,Spain,3.25, , 
Indaphoria,La Red,821,2012,70%,U.S.A.,3.25, ,Dominican Republic
twenty-four blackbirds,Dominican Republic,1022,2013,68%,U.S.A.,3.25, ,Dominican Republic
"Chocolate Tree, The",Madagascar,919,2012,72%,Scotland,3.25,Criollo,Madagascar
French Broad,Matagalpa,1295,2014,68%,U.S.A.,3.25, ,Nicaragua
Chocovic,Kendari,439,2009,60%,Spain,3.25, , 
Sublime Origins,Moho Valley,1157,2013,78%,U.S.A.,3.25,Trinitario,Belize
Goodnow Farms,"El Carmen, batch 1003",1924,2016,77%,U.S.A.,3.25, ,Nicaragua
Choco Del Sol,Maya Mountain,1407,2014,82%,Germany,3.25,Trinitario,Belize
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72%,U.K.,3.25,Trinitario,Madagascar
Fresco,"Jamaica, #209, DR, SC",642,2011,70%,U.S.A.,3.25,Trinitario,Jamaica
Terroir,Ecuador,1323,2014,77%,U.S.A.,3.25, ,Ecuador
Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74%,Venezuela,3.25, ,Venezuela
Coppeneur,"Ecuador, Puristique",1169,2013,65%,Germany,3.25,Forastero (Nacional),Ecuador
Theo,Congo w/ nibs,903,2012,65%,U.S.A.,3.25,Forastero,Congo
Cacao de Origin,Hacienda la Trinidad,1668,2015,74%,Venezuela,3.25, ,Venezuela
Cacao de Origen,Rio Caribe,1692,2015,75%,Venezuela,3.25,Trinitario,Venezuela
Hoja Verde (Tulicorp),Arriba,414,2009,58%,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador
Terroir,Ecuador,1482,2015,70%,U.S.A.,3.25, ,Ecuador
Q Chocolate,Brazil,935,2012,65%,Brazil,3.25, ,Brazil
Burnt Fork Bend,Blend,1303,2014,72%,U.S.A.,3.25,Blend, 
Fresco,"Conacado, #213, DR, -C",682,2011,72%,U.S.A.,3.25, ,Dominican Republic
Q Chocolate,Brazil,1069,2013,80%,Brazil,3.25, ,Brazil
Chocablog,Ecuador,1454,2015,70%,U.K.,3.25, ,Ecuador
Q Chocolate,Brazil,1057,2013,75%,Brazil,3.25, ,Brazil
Starchild,Hispaniola,1692,2015,70%,U.S.A.,3, ,Domincan Republic
Nahua,"Costa Rica, Oscuro",1049,2013,70%,Costa Rica,3, ,Costa Rica
Starchild,"Bolivar, Arriba",1634,2015,70%,U.S.A.,3,Forastero (Nacional),Ecuador
SRSLY,Dominican Republic,1113,2013,70%,U.S.A.,3, ,Dominican Republic
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,85%,Austria,3,"Criollo, Trinitario",Tanzania
Santander (Compania Nacional),Colombian,32,2006,65%,Colombia,3,Forastero (Nacional),Colombia
S.A.I.D.,Samana,615,2010,70%,Italy,3, ,Dominican Republic
Sprungli (Felchlin),Alto Beni,1057,2013,70%,Switzerland,3,Criollo,Bolivia
Xocolat,Hispaniola,1057,2013,66%,Domincan Republic,3, ,Dominican Republic
Scharffen Berger,Las Islas,117,2007,72%,U.S.A.,3,Blend,Carribean(DR/Jam/Tri)
"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67%,Australia,3,Forastero (Nacional),Peru
Suruca Chocolate,Venezuela,1796,2016,60%,Venezuela,3, ,Venezuela
Scharffen Berger,Nibby,135,2007,62%,U.S.A.,3, , 
Santander (Compania Nacional),Colombian w/ nibs,414,2009,70%,Colombia,3,Forastero (Nacional),Colombia
Molucca,La Red,1614,2015,70%,U.S.A.,3, ,Domincan Republic
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75%,U.S.A.,3,Blend,Carribean
Woodblock,Costa Rica,825,2012,70%,U.S.A.,3, ,Costa Rica
Zotter,"Satipo Pangoa region, 16hr conche",875,2012,70%,Austria,3,Criollo (Amarru),Peru
Zotter,Congo,749,2011,65%,Austria,3,Forastero,Congo
Snake & Butterfly,Madagascar,502,2010,68%,U.S.A.,3,Trinitario,Madagascar
Noir d' Ebine,Venezuela,837,2012,70%,U.S.A.,3, ,Venezuela
Nibble,Tumbes,1526,2015,72%,U.S.A.,3,Criollo,Peru
Spagnvola,AgroCriso Plantation,793,2012,70%,U.S.A.,3, ,Dominican Republic
Solstice,Bundibugyo,1335,2014,70%,U.S.A.,3,"Forastero, Trinitario",Uganda
Zak's,"House Blend, Batch 2",1582,2015,60%,U.S.A.,3, , 
Solstice,Sambirano,1157,2013,70%,U.S.A.,3,Trinitario,Madagascar
Noble Bean aka Jerjobo,Ghana,1295,2014,75%,U.S.A.,3,Forastero,Ghana
Noble Bean aka Jerjobo,Moho Valley,1299,2014,75%,U.S.A.,3,Trinitario,Belize
Mutari,"Tien Giang, batch 1 SRB",1900,2016,80%,U.S.A.,3,Trinitario,Vietnam
Summerbird,Peru,1800,2016,71%,Denmark,3,"Criollo, Trinitario",Peru
Zotter,Huiwani Coop,879,2012,75%,Austria,3,"Criollo, Trinitario",Papua New Guinea
Na�ve,Barinas,1399,2014,70%,Lithuania,3, ,Venezuela
Noir d' Ebine,Ecuador,841,2012,70%,U.S.A.,3, ,Ecuador
Starchild,Cacao Verapaz,1692,2015,70%,U.S.A.,3, ,Guatemala
Solstice,Amazonas,1157,2013,70%,U.S.A.,3, ,Venezuela
Starchild,Rio Tuma,1692,2015,70%,U.S.A.,3,Trinitario (Amelonado),Nicaragua
Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70%,Nicaragua,3, ,Nicaragua
Zotter,El Oro,879,2012,75%,Austria,3,Forastero (Nacional),Ecuador
Sol Cacao,Madagascar,1518,2015,72%,U.S.A.,3,Trinitario,Madagascar
Nibble,"Ambanja, Sambirano Valley",1526,2015,72%,U.S.A.,3,Trinitario,Madagascar
Neuhaus (Callebaut),Ocumare,24,2006,71%,Belgium,3,Criollo,Venezuela
Scharffen Berger,Finisterra,227,2008,72%,U.S.A.,3,Blend,"Ven., Trinidad, Mad."
Nuance,"Canoabo, 2013",1458,2015,70%,U.S.A.,3,Criollo,Venezuela
Spagnvola,AgroCriso Plantation,793,2012,80%,U.S.A.,3, ,Dominican Republic
Zak's,"Papua New Guinea, Batch 2",1574,2015,70%,U.S.A.,3, ,Papua New Guinea
Starchild,Sambirano Valley,1696,2015,70%,U.S.A.,3,Trinitario,Madagascar
Tejas,Bayou Blend,801,2012,70%,U.S.A.,3,Blend,"Ecuador, Mad., PNG"
Rogue,Trinidad,213,2008,70%,U.S.A.,3,Trinitario,Trinidad
Szanto Tibor,Crudo,761,2011,70%,Hungary,3, ,Venezuela
Pralus,"Caracas, Venezuela and Ghana",99,2006,75%,France,3,"Trinitario, Forastero","Venezuela, Ghana"
Pierre Marcolini,Chuao,478,2010,75%,Belgium,3,Criollo,Venezuela
Theo,"Ghana, Kumasi",184,2007,84%,U.S.A.,3,Forastero,Ghana
Peppalo,Dominican Republic,1454,2015,82%,U.S.A.,3, ,Dominican Republic
Valrhona,Caraibe,63,2006,66%,France,3,Trinitario,Carribean
The Barn,Peru,1614,2015,70%,Sweden,3, ,Peru
Pump Street Bakery,Guantupi River,1223,2014,75%,U.K.,3,Forastero (Nacional),Ecuador
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75,2006,64%,France,3,Criollo (Porcelana),Venezuela
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,70%,Madagascar,3,Trinitario,Madagascar
Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68%,Italy,3,"Criollo, Trinitario",Colombia
Q Chocolate,Brazil,935,2012,60%,Brazil,3, ,Brazil
Parliament,Alto Beni,1251,2014,70%,U.S.A.,3, ,Bolivia
"Smooth Chocolator, The",Tien Giang,1864,2016,70%,Australia,3,Trinitario,Vietnam
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,2009,68%,Madagascar,3,Trinitario,Madagascar
Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74%,Mexico,3,Trinitario,Mexico
Raaka,Amazon Basin Blend,1788,2016,70%,U.S.A.,3, ,"Peru(SMartin,Pangoa,nacional)"
Pangea,Matasawalevu,1860,2016,76%,Spain,3, ,Fiji
Rancho San Jacinto,Ecuador,565,2010,75%,Eucador,3,"Forastero(Arriba, CCN)",Ecuador
Silvio Bessone,Maya Belize,717,2011,67%,Italy,3,Criollo,Belize
Pralus,Cuba,99,2006,75%,France,3,Trinitario,Cuba
Valrhona,Araguani,117,2007,72%,France,3,Blend,"Venezuela, Carribean"
Theo,"Ghana, Panama, Ecuador",188,2007,75%,U.S.A.,3,Blend,"Ghana, Panama, Ecuador"
Treehouse,Conacado,1239,2014,72%,U.S.A.,3, ,Dominican Republic
Undone,Nourish,1438,2014,70%,U.S.A.,3, ,Dominican Republic
Pralus,Papouasie,199,2008,75%,France,3,Trinitario,Papua New Guinea
Pralus,"Sambirano Valley, Le 100%",202,2008,100%,France,3,Criollo,Madagascar
Two Ravens,Peru,1740,2016,60%,U.S.A.,3,Criollo,Peru
Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75%,France,3,Forastero,Brazil
Sirene,Lachua w/ cane sugar,1614,2015,73%,Canada,3, ,Guatemala
Potomac,"Upala, Batch 18",654,2011,70%,U.S.A.,3,Matina,Costa Rica
Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100%,Canada,3, ,Ecuador
Sjolinds,Nicaragua,1462,2015,72%,U.S.A.,3, ,Nicaragua
Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85%,Belgium,3,Criollo,Peru
Tocoti,Dominican Republic,789,2011,74%,U.S.A.,3, ,Dominican Republic
Pierre Marcolini,"Kendem Lembu, Java",93,2006,72%,Belgium,3,Criollo,Indonesia
Tocoti,"Wild Bolivian, Jungle Love",927,2012,77%,U.S.A.,3,Criollo,Bolivia
Sirene,"Somia Plantation, 2012",1502,2015,100%,Canada,3,Trinitario,Madagascar
Pralus,Equateur,40,2006,75%,France,3,Trinitario,Ecuador
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,72%,Belgium,3,Criollo,Mexico
Pralus,Vanuatu,40,2006,75%,France,3,Trinitario,Vanuatu
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72%,Belgium,3,Forastero,Brazil
Soma,Hispaniola,377,2009,70%,Canada,3,Forastero,Dominican Republic
Vintage Plantations,San Martin,1205,2014,75%,U.S.A.,3, ,Peru
Palette de Bine,Maya Mtn,1720,2016,72%,Canada,3,Trinitario,Belize
Taza,Belize,1271,2014,68%,U.S.A.,3,Trinitario,Belize
organicfair,Mindo,1165,2013,72%,Canada,3,Trinitario,Ecuador
organicfair,Caribe,1165,2013,72%,Canada,3, ,Dominican Republic
Willie's Cacao,San Martin,457,2009,70%,U.K.,3, ,Peru
Omnom,Papua New Guinea,1247,2014,70%,Iceland,3, ,Papua New Guinea
Taza,"Dark, Stone Ground",180,2007,70%,U.S.A.,3, ,Dominican Republic
Olivia,Carribean-Raw,688,2011,85%,Canada,3, ,Carribean
Olive and Sinclair,Dark 75,457,2009,75%,U.S.A.,3, ,"Ghana, Domin. Rep"
Olive and Sinclair,Ghana prototype,486,2010,72%,U.S.A.,3,Forastero,Ghana
Olive and Sinclair,Dominican Republic prototype,486,2010,72%,U.S.A.,3, ,Dominican Republic
Upchurch,"Madagascar, Sassy Bar",1752,2016,72%,U.S.A.,3,Trinitario,Madagascar
Tablette (aka Vanillabeans),Colombia,1450,2015,70%,Japan,3, ,Colombia
Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,74%,U.S.A.,3,Criollo,Venezuela
Scharffen Berger,Semisweet,56,2006,62%,U.S.A.,3,Blend, 
Ohiyo,Tanzania,1598,2015,70%,U.S.A.,3, ,Tanzania
Woodblock,"Maranon, Cajamarca",1243,2014,70%,U.S.A.,3,Forastero (Nacional),Peru
Rogue,"Silvestre, Batch 1, 2011",793,2011,75%,U.S.A.,3,Criollo,Bolivia
Ocho,"PNG, Revolution",1411,2014,70%,New Zealand,3, ,Papua New Guinea
Tabal,Peru,1105,2013,70%,U.S.A.,3, ,Peru
TCHO,TCHOPro 68,387,2009,68%,U.S.A.,3, , 
Tejas,Aranama,805,2012,70%,U.S.A.,3, ,Papua New Guinea
Republica del Cacao (aka Confecta),Manabi,147,2007,75%,Ecuador,3,Forastero (Arriba),Ecuador
Orquidea,Peru,859,2012,72%,Peru,3, ,Peru
Pacari,Los Rios,224,2008,72%,Ecuador,3,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,75%,U.S.A.,3,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,65%,U.S.A.,3,Forastero (Arriba),Ecuador
Violet Sky,Moho River Valley,1458,2015,77%,U.S.A.,3,"Criollo, Trinitario",Belize
Violet Sky,Cuyagua,1458,2015,77%,U.S.A.,3,Criollo,Venezuela
Shark Mountain,Ecuador,1335,2014,75%,U.S.A.,3,Trinitario,Ecuador
Tejas,Concepcion*,971,2012,80%,U.S.A.,3, ,Venezuela
Vivra,Dominican Republic,1724,2016,70%,U.S.A.,3, ,Domincan Republic
Tejas,Capistrano*,829,2012,70%,U.S.A.,3, ,Madagascar
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70%,Switzerland,3,Forastero,Congo
Willie's Cacao,Los Llanos,1227,2014,88%,U.K.,3,Trinitario,Colombia
Willie's Cacao,Sambirano,593,2010,71%,U.K.,3,Trinitario,Madagascar
Orquidea,Peru,859,2012,65%,Peru,3, ,Peru
Ritual,"Maranon, Cajamarca",1181,2013,75%,U.S.A.,3,Forastero (Nacional),Peru
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,60%,U.S.A.,3, ,Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60%,U.S.A.,3,Criollo,Hawaii
Soma,Conacado,387,2009,70%,Canada,3,Trinitario,Dominican Republic
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75%,Switzerland,3,Criollo,Peru
Moho,Toledo District,1030,2013,72%,U.S.A.,3,Trinitario,Belize
Zotter,"Brazil, Mitzi Blue",486,2010,65%,Austria,3, ,Brazil
Cao,"Porcelana, Batch 5163",1804,2016,70%,U.S.A.,3,Criollo,Venezuela
Cacao Store,Madagascar,1684,2015,70%,Japan,3,Trinitario,Madagascar
L.A. Burdick (Felchlin),Venzuela,597,2010,71%,U.S.A.,3, ,Venezuela
Kyya,Madagascar,1363,2014,72.50%,U.S.A.,3,Trinitario,Madagascar
Kyya,Hispaniola,1359,2014,72.50%,U.S.A.,3, ,Dominican Republic
Fruition,Camino Verde,1185,2013,75%,U.S.A.,3, ,Ecuador
Dandelion,Upala,805,2012,70%,U.S.A.,3, ,Costa Rica
Kto,Belize,1422,2014,72%,U.S.A.,3,Trinitario,Belize
Cacao Barry,Santo Domingo,586,2010,70%,France,3, ,Dominican Republic
Cacao Barry,Mexico,147,2007,66%,France,3, ,Mexico
Kiskadee,"La Red, Guanconjeco",1251,2014,60%,U.S.A.,3,Trinitario,Dominican Republic
Fruition,Costa Rica,781,2011,70%,U.S.A.,3, ,Costa Rica
Cacao Prieto,"Dominican Republicm, rustic",641,2011,72%,U.S.A.,3, ,Dominican Republic
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70%,U.S.A.,3,Trinitario,Belize
Bright,Somia Plantation,1231,2014,72%,Australia,3,Trinitario,Madagascar
Glennmade,Bahia,1672,2015,66%,U.S.A.,3,"Trinitario, Forastero",Brazil
C-Amaro,Dominican Republic,1442,2014,72%,Italy,3, ,Dominican Republic
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85%,Ecuador,3, ,Ecuador
C-Amaro,Venezuela,809,2012,80%,Italy,3, ,Venezuela
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85%,Ecuador,3, ,Ecuador
Damson,Robson Estate,1610,2015,70%,U.K.,3,Trinitario,Trinidad
Grand Place,"Ben Tre, Dong Nai",741,2011,72%,Vietnam,3,Trinitario,Vietnam
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70%,Ecuador,3, ,Ecuador
Cao,Bolivia,1808,2016,75%,U.S.A.,3, ,Bolivia
Coppeneur,"Sambirano, Menava P.",196,2007,72%,Germany,3,Trinitario,Madagascar
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82%,Domincan Republic,3, ,Dominican Republic
L.A. Burdick (Felchlin),Bolivian,451,2009,68%,U.S.A.,3, ,Bolivia
Breeze Mill,Jamaica,1149,2013,70%,U.S.A.,3,Trinitario,Jamaica
Dark Forest,Madagascar,1550,2015,70%,U.S.A.,3,Trinitario,Madagascar
Danta,Las Acacias E.,423,2009,75%,Guatemala,3,Criollo,Guatemala
Blue Bandana,Zorzal Reserva,1756,2016,75%,U.S.A.,3, ,Dominican Republic
Lillie Belle,"The Other One, Grand Cru",947,2012,74%,U.S.A.,3, ,Dominican Republic
Bonnat,Ivory Coast,331,2009,75%,France,3, ,Ivory Coast
Lilla,Madagascar,1856,2016,70%,Finland,3,Trinitario,Madagascar
Chuao Chocolatier,Choroni,445,2009,61%,U.S.A.,3,Criollo,Venezuela
L'Amourette,Blend,853,2012,72%,U.S.A.,3,Criollo,"Peru, Ecuador, Venezuela"
DAR,Vietnam,1920,2016,72%,U.S.A.,3,Trinitario,Vietnam
L'Amourette,Rio Caribe,833,2012,75%,U.S.A.,3,Trinitario,Venezuela
Bonnat,"Porcelana, Tabasco, Marfil de Blanco",336,2009,75%,France,3,Criollo,Mexico
L'Amourette,Carenero Superior,833,2012,75%,U.S.A.,3,Trinitario,Venezuela
Bonnat,"Xoconusco, cacao Real",395,2009,75%,France,3,Criollo,Mexico
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75%,France,3, ,Ivory Coast
Fruition,Maranon,1359,2014,76%,U.S.A.,3,Forastero (Nacional),Peru
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75%,France,3, ,Cuba
Bonnat,Ceylan,81,2006,75%,France,3, ,Sri Lanka
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74%,U.S.A.,3,Trinitario,Madagascar
Danta,Chuao,987,2012,75%,Guatemala,3,Trinitario,Venezuela
Fresco,"Jamaica, #206, DR, LC",370,2009,70%,U.S.A.,3,Trinitario,Jamaica
Brasstown aka It's Chocolate,Cooproagro,1125,2013,72%,U.S.A.,3,Trinitario,Dominican Republic
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60%,France,3, , 
Friis Holm (Bonnat),La Dalia,1680,2015,60%,Denmark,3, ,Nicaragua
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70%,Japan,3,"Trinitario, Criollo",Belize
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70%,Japan,3,Criollo,Peru
Brazen,Elvesia P.,1514,2015,60%,U.S.A.,3, ,Dominican Republic
Coppeneur,"Porcelana, Venezuela",220,2008,72%,Germany,3,Criollo (Porcelana),Venezuela
Caoni (Tulicorp),Manabi,266,2008,55%,Ecuador,3,Forastero (Arriba),Ecuador
Caribeans,Costa Rica,841,2012,72%,Costa Rica,3,Forastero,Costa Rica
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80%,Sao Tome,3,Forastero,Sao Tome & Principe
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55%,U.S.A.,3, ,Hawaii
Guittard,Nocturne,387,2009,91%,U.S.A.,3, , 
Guittard,Machu Pichu,259,2008,65%,U.S.A.,3, ,Peru
Guittard,Special Maker Reserve,276,2008,64%,U.S.A.,3, , 
Guittard,Chucuri,15,2006,65%,U.S.A.,3,Trinitario,Colombia
Hoja Verde (Tulicorp),Arriba,414,2009,72%,Ecuador,3,Forastero (Arriba) ASS,Ecuador
Chocolate Con Amor,Dominican Republic,1764,2016,60%,U.S.A.,3, ,Dominican Republic
Chocolate Con Amor,Dominican Republic,1764,2016,75%,U.S.A.,3, ,Dominican Republic
Chocolate Con Amor,Ocumare,1764,2016,80%,U.S.A.,3,Criollo (Ocumare),Venezuela
Guittard,Semisweet,99,2006,61%,U.S.A.,3,Blend, 
Coleman & Davis,Sambirano,1646,2015,75%,U.S.A.,3,Trinitario,Madagascar
hexx,Venezuela,1546,2015,70%,U.S.A.,3, ,Venezuela
